No.;Nama Pemilik;Nama Usaha;NIK;Tgl. Lahir;Jalan;Desa;Sektor;NIB/SKU;Jml. Tenaga Kerja;Kapasitas Produksi/Thn; Omset/Thn ; Aset ;Sosmed;Marketplace;Kepemilikan Lahan
406;Owner-0356;MSME-0170;NIK-0399;BirthDate-0368;Street-0113;Village-0010;Jasa;Ada;3;630; Rp18.500.000 ; Rp17.250.000 ;Instagram;Tokopedia;Sewa
407;Owner-0357;MSME-0148;NIK-0400;BirthDate-0369;Street-0113;Village-0010;Industri;Ada;4;750; Rp198.750.000 ; Rp144.250.000 ;Facebook;Lazada;Sendiri
408;Owner-0358;MSME-0148;NIK-0401;BirthDate-0370;Street-0113;Village-0010;Industri;Ada;4;610; Rp872.750.000 ; Rp1.123.250.000 ;Tidak ada;Shopee;Sendiri
409;Owner-0359;MSME-0146;NIK-0402;BirthDate-0371;Street-0113;Village-0010;Peternakan;Ada;7;1600; Rp17.250.000 ; Rp13.000.000 ;Facebook;Tidak ada;Sendiri
410;Owner-0360;MSME-0146;NIK-0403;BirthDate-0372;Street-0113;Village-0010;Peternakan;Ada;2;105; Rp130.250.000 ; Rp51.000.000 ;Facebook;Tidak ada;Sendiri
411;Owner-0361;MSME-0146;NIK-0404;BirthDate-0373;Street-0113;Village-0010;Peternakan;Ada;2;110; Rp799.250.000 ; Rp851.500.000 ;Tidak ada;Tidak ada;Sendiri
412;Owner-0362;MSME-0146;NIK-0405;BirthDate-0374;Street-0113;Village-0010;Peternakan;Ada;3;3000; Rp9.000.000 ; Rp26.500.000 ;Tidak ada;Tidak ada;Sendiri
413;Owner-0363;MSME-0144;NIK-0406;BirthDate-0375;Street-0113;Village-0010;Pertanian, perkebunan, dan kehutanan;Ada;5;1750; Rp128.250.000 ; Rp157.500.000 ;Facebook;Shopee;Sendiri
414;Owner-0364;MSME-0171;NIK-0407;BirthDate-0376;Street-0113;Village-0010;Pertanian, perkebunan, dan kehutanan;Ada;3;560; Rp808.500.000 ; Rp870.000.000 ;Instagram;Shopee;Sendiri
415;Owner-0365;MSME-0172;NIK-0408;BirthDate-0377;Street-0113;Village-0010;Perdagangan;Ada;6;5000; Rp12.500.000 ; Rp8.000.000 ;Facebook;Tidak ada;Sendiri
416;Owner-0366;MSME-0173;NIK-0409;BirthDate-0378;Street-0113;Village-0010;Perdagangan;Ada;2;7000; Rp158.000.000 ; Rp88.000.000 ;Instagram, TikTok;Shopee;Sendiri
417;Owner-0367;MSME-0174;NIK-0410;BirthDate-0379;Street-0113;Village-0010;Perdagangan;Ada;2;610; Rp1.068.250.000 ; Rp1.148.000.000 ;Facebook;Shopee;Sendiri
418;Owner-0368;MSME-0143;NIK-0411;BirthDate-0380;Street-0113;Village-0010;Perdagangan;Ada;3;150; Rp15.750.000 ; Rp30.000.000 ;Tidak ada;Tidak ada;Sewa
419;Owner-0369;MSME-0143;NIK-0412;BirthDate-0381;Street-0113;Village-0010;Perdagangan;Ada;3;150; Rp61.250.000 ; Rp196.750.000 ;Tidak ada;Tidak ada;Sewa
420;Owner-0370;MSME-0004;NIK-0413;BirthDate-0382;Street-0113;Village-0010;Perdagangan;Ada;3;5000; Rp1.128.000.000 ; Rp689.500.000 ;WhatsApp Business;Tokopedia;Sendiri
421;Owner-0371;MSME-0004;NIK-0414;BirthDate-0383;Street-0113;Village-0010;Perdagangan;Ada;6;230; Rp10.000.000 ; Rp29.000.000 ;WhatsApp Business;Tokopedia;Sendiri
422;Owner-0372;MSME-0004;NIK-0415;BirthDate-0384;Street-0113;Village-0010;Perdagangan;Ada;1;160; Rp101.250.000 ; Rp193.000.000 ;Tidak ada;Tidak ada;Sewa
423;Owner-0373;MSME-0004;NIK-0416;BirthDate-0385;Street-0113;Village-0010;Perdagangan;Ada;2;4000; Rp887.000.000 ; Rp320.000.000 ;Facebook;Shopee;Sendiri
424;Owner-0374;MSME-0175;NIK-0417;BirthDate-0386;Street-0113;Village-0010;Perdagangan;Ada;3;5800; Rp12.250.000 ; Rp30.750.000 ;WhatsApp Business;Lazada;Sendiri
425;Owner-0375;MSME-0086;NIK-0418;BirthDate-0387;Street-0113;Village-0010;Perdagangan;Ada;3;690; Rp63.750.000 ; Rp179.250.000 ;Facebook;Tokopedia;Sendiri
426;Owner-0376;MSME-0176;NIK-0419;BirthDate-0388;Street-0113;Village-0010;Perdagangan;Ada;3;175; Rp683.250.000 ; Rp392.500.000 ;TikTok;Shopee;Sewa
427;Owner-0377;MSME-0177;NIK-0420;BirthDate-0389;Street-0113;Village-0010;Perdagangan;Ada;2;2000; Rp27.250.000 ; Rp11.000.000 ;Facebook;Shopee;Sewa
428;Owner-0378;MSME-0178;NIK-0421;BirthDate-0390;Street-0113;Village-0010;Perdagangan;Ada;3;2500; Rp147.250.000 ; Rp112.000.000 ;TikTok;Shopee;Sendiri
429;Owner-0379;MSME-0179;NIK-0422;BirthDate-0391;Street-0113;Village-0010;Perdagangan;Ada;4;8000; Rp722.750.000 ; Rp1.063.250.000 ;Facebook;Tokopedia;Sendiri
430;Owner-0380;MSME-0180;NIK-0423;BirthDate-0392;Street-0113;Village-0010;Perdagangan;Ada;10;30000; Rp23.750.000 ; Rp17.500.000 ;TikTok;Lazada;Sendiri
431;Owner-0381;MSME-0181;NIK-0424;BirthDate-0393;Street-0113;Village-0010;Perdagangan;Ada;3;5000; Rp50.250.000 ; Rp192.250.000 ;Facebook;Shopee;Sendiri
432;Owner-0382;MSME-0181;NIK-0425;BirthDate-0394;Street-0113;Village-0010;Perdagangan;Ada;1;500; Rp1.108.750.000 ; Rp857.750.000 ;Tidak ada;Tidak ada;Sendiri
433;Owner-0383;MSME-0181;NIK-0426;BirthDate-0395;Street-0113;Village-0010;Perdagangan;Ada;2;8000; Rp7.750.000 ; Rp16.750.000 ;Tidak ada;Tidak ada;Sendiri
434;Owner-0384;MSME-0182;NIK-0427;BirthDate-0396;Street-0113;Village-0010;Perdagangan;Ada;4;3000; Rp152.500.000 ; Rp59.750.000 ;Facebook, TikTok;Shopee;Sendiri
435;Owner-0385;MSME-0182;NIK-0428;BirthDate-0370;Street-0113;Village-0010;Perdagangan;Ada;3;1500; Rp1.160.000.000 ; Rp629.000.000 ;Tidak ada;Tokopedia;Sewa
436;Owner-0386;MSME-0182;NIK-0429;BirthDate-0397;Street-0113;Village-0010;Perdagangan;Ada;2;140; Rp7.750.000 ; Rp5.500.000 ;Tidak ada;Lazada;Sewa
437;Owner-0387;MSME-0183;NIK-0430;BirthDate-0398;Street-0113;Village-0010;Perdagangan;Ada;2;4000; Rp55.500.000 ; Rp81.500.000 ;WhatsApp Business;Shopee;Sewa
438;Owner-0388;MSME-0143;NIK-0431;BirthDate-0399;Street-0113;Village-0010;Perdagangan;Ada;5;2000; Rp1.104.500.000 ; Rp1.084.250.000 ;Facebook;Shopee;Sendiri
439;Owner-0389;MSME-0086;NIK-0432;BirthDate-0400;Street-0113;Village-0010;Perdagangan;Ada;2;2300; Rp19.000.000 ; Rp15.750.000 ;Facebook;Tokopedia;Sewa
440;Owner-0390;MSME-0143;NIK-0433;BirthDate-0401;Street-0113;Village-0010;Perdagangan;Ada;3;2500; Rp135.250.000 ; Rp110.500.000 ;Facebook;Shopee;Sendiri
441;Owner-0391;MSME-0184;NIK-0434;BirthDate-0101;Street-0126;Village-0014;Perdagangan;Ada;4;1150; Rp939.000.000 ; Rp1.001.750.000 ;Facebook, TikTok;Lazada;Sewa
442;Owner-0392;MSME-0185;NIK-0435;BirthDate-0402;Street-0126;Village-0014;Perdagangan;Ada;3;1150; Rp9.000.000 ; Rp28.750.000 ;WhatsApp Business, Facebook;Shopee;Sendiri
443;Owner-0393;MSME-0185;NIK-0436;BirthDate-0403;Street-0126;Village-0014;Perdagangan;Ada;4;1220; Rp68.750.000 ; Rp59.750.000 ;Facebook;Shopee;Sendiri
444;Owner-0394;MSME-0186;NIK-0437;BirthDate-0404;Street-0127;Village-0009;Perdagangan;Ada;2;5000; Rp1.021.750.000 ; Rp378.500.000 ;Instagram, TikTok;Shopee, Tokopedia;Sendiri
445;Owner-0395;MSME-0187;NIK-0438;BirthDate-0405;Street-0127;Village-0009;Perdagangan;Ada;1;500; Rp5.250.000 ; Rp22.250.000 ;TikTok;Shopee;Sendiri
446;Owner-0396;MSME-0082;NIK-0439;BirthDate-0406;Street-0127;Village-0009;Perdagangan;Ada;6;875; Rp146.000.000 ; Rp84.500.000 ;Facebook;Tidak ada;Sendiri
447;Owner-0397;MSME-0143;NIK-0440;BirthDate-0407;Street-0128;Village-0007;Perdagangan;Ada;2;5000; Rp392.500.000 ; Rp1.018.750.000 ;Tidak ada;Tokopedia;Sendiri
448;Owner-0398;MSME-0176;NIK-0441;BirthDate-0408;Street-0128;Village-0007;Perdagangan;Ada;5;1500; Rp14.750.000 ; Rp17.750.000 ;TikTok;Lazada;Sendiri
449;Owner-0399;MSME-0188;NIK-0442;BirthDate-0409;Street-0128;Village-0007;Perdagangan;Ada;2;610; Rp87.750.000 ; Rp107.750.000 ;Facebook;Tidak ada;Sendiri
450;Owner-0400;MSME-0189;NIK-0443;BirthDate-0410;Street-0129;Village-0005;Perdagangan;Ada;2;1500; Rp1.069.250.000 ; Rp528.250.000 ;Facebook;Shopee;Sendiri
451;Owner-0401;MSME-0190;NIK-0444;BirthDate-0411;Street-0130;Village-0003;Jasa;Ada;2;215; Rp6.750.000 ; Rp17.250.000 ;Instagram;Tidak ada;Sendiri
452;Owner-0402;MSME-0191;NIK-0445;BirthDate-0412;Street-0130;Village-0003;Jasa;Ada;4;1140; Rp87.250.000 ; Rp166.250.000 ;Instagram, TikTok;Shopee;Sendiri
453;Owner-0403;MSME-0192;NIK-0446;BirthDate-0413;Street-0130;Village-0003;Jasa;Ada;1;3000; Rp830.000.000 ; Rp892.750.000 ;Instagram;Tidak ada;Sendiri
454;Owner-0404;MSME-0168;NIK-0447;BirthDate-0414;Street-0130;Village-0003;Jasa;Ada;3;2500; Rp21.000.000 ; Rp13.500.000 ;Facebook;Tokopedia;Sendiri
455;Owner-0405;MSME-0193;NIK-0448;BirthDate-0415;Street-0130;Village-0003;Jasa;Ada;9;2300; Rp192.750.000 ; Rp107.250.000 ;Facebook, TikTok;Shopee, Tokopedia;Sendiri
456;Owner-0406;MSME-0194;NIK-0449;BirthDate-0416;Street-0130;Village-0003;Jasa;Ada;4;7000; Rp1.150.750.000 ; Rp445.250.000 ;WhatsApp Business;Tidak ada;Sendiri
457;Owner-0407;MSME-0195;NIK-0450;BirthDate-0417;Street-0130;Village-0003;Jasa;Ada;2;525; Rp25.750.000 ; Rp9.000.000 ;Facebook;Tidak ada;Sendiri
458;Owner-0408;MSME-0196;NIK-0451;BirthDate-0418;Street-0130;Village-0003;Perdagangan;Ada;6;3000; Rp54.750.000 ; Rp147.750.000 ;TikTok;Tokopedia;Sendiri
459;Owner-0409;MSME-0197;NIK-0452;BirthDate-0419;Street-0130;Village-0003;Perdagangan;Ada;5;45; Rp1.092.500.000 ; Rp970.500.000 ;Facebook, TikTok;Shopee;Sendiri
460;Owner-0410;MSME-0086;NIK-0453;BirthDate-0420;Street-0130;Village-0003;Perdagangan;Ada;2;15000; Rp20.750.000 ; Rp14.750.000 ;TikTok;Shopee;Sendiri
461;Owner-0198;MSME-0004;NIK-0454;BirthDate-0421;Street-0130;Village-0003;Perdagangan;Ada;1;500; Rp167.000.000 ; Rp129.750.000 ;Tidak ada;Tidak ada;Sendiri
462;Owner-0005;MSME-0004;NIK-0455;BirthDate-0422;Street-0130;Village-0003;Perdagangan;Ada;2;600; Rp643.000.000 ; Rp852.000.000 ;Facebook;Tokopedia;Sendiri
463;Owner-0411;MSME-0004;NIK-0456;BirthDate-0423;Street-0130;Village-0003;Perdagangan;Ada;2;600; Rp6.000.000 ; Rp9.000.000 ;Facebook;Tokopedia;Sendiri
464;Owner-0412;MSME-0004;NIK-0457;BirthDate-0424;Street-0130;Village-0003;Perdagangan;Ada;2;8000; Rp83.500.000 ; Rp120.250.000 ;WhatsApp Business;Shopee;Sendiri
465;Owner-0413;MSME-0198;NIK-0458;BirthDate-0425;Street-0131;Village-0007;Jasa;Ada;3;1300; Rp1.146.000.000 ; Rp326.750.000 ;Instagram;Tidak ada;Sendiri
466;Owner-0414;MSME-0199;NIK-0459;BirthDate-0426;Street-0131;Village-0007;Jasa;Ada;2;115; Rp12.500.000 ; Rp14.750.000 ;Facebook;Tidak ada;Sendiri
467;Owner-0415;MSME-0146;NIK-0460;BirthDate-0427;Street-0131;Village-0007;Peternakan;Ada;3;175; Rp152.000.000 ; Rp124.500.000 ;Facebook;Tidak ada;Sendiri
468;Owner-0416;MSME-0195;NIK-0461;BirthDate-0428;Street-0132;Village-0006;Jasa;Ada;2;225; Rp621.500.000 ; Rp443.250.000 ;Facebook;Tidak ada;Sendiri
469;Owner-0417;MSME-0004;NIK-0462;BirthDate-0429;Street-0132;Village-0006;Perdagangan;Ada;2;500; Rp11.500.000 ; Rp27.250.000 ;Facebook;Tokopedia;Sendiri
470;Owner-0418;MSME-0004;NIK-0463;BirthDate-0430;Street-0132;Village-0006;Perdagangan;Ada;1;500; Rp130.000.000 ; Rp96.250.000 ;Tidak ada;Tidak ada;Sendiri
471;Owner-0419;MSME-0200;NIK-0464;BirthDate-0431;Street-0132;Village-0006;Perdagangan;Ada;3;850; Rp1.198.750.000 ; Rp312.750.000 ;WhatsApp Business, Facebook;Tidak ada;Sendiri
472;Owner-0420;MSME-0201;NIK-0465;BirthDate-0432;Street-0132;Village-0006;Perdagangan;Ada;10;3150; Rp11.000.000 ; Rp10.000.000 ;Facebook, Tiktok;Shopee;Sendiri
473;Owner-0421;MSME-0004;NIK-0466;BirthDate-0433;Street-0132;Village-0006;Perdagangan;Ada;1;3000; Rp102.250.000 ; Rp98.500.000 ;Tidak ada;Tidak ada;Sewa
474;Owner-0422;MSME-0004;NIK-0467;BirthDate-0434;Street-0132;Village-0006;Perdagangan;Ada;5;7000; Rp715.750.000 ; Rp802.750.000 ;WhatsApp Business;Shopee;Sendiri
475;Owner-0423;MSME-0004;NIK-0468;BirthDate-0435;Street-0132;Village-0006;Perdagangan;Ada;8;2500; Rp26.500.000 ; Rp23.750.000 ;Tidak ada;Tidak ada;Sendiri
476;Owner-0424;MSME-0004;NIK-0469;BirthDate-0436;Street-0132;Village-0006;Perdagangan;Ada;6;910; Rp193.250.000 ; Rp124.250.000 ;Facebook;Shopee;Sendiri
477;Owner-0425;MSME-0202;NIK-0470;BirthDate-0437;Street-0133;Village-0007;Perdagangan;Ada;4;240; Rp905.750.000 ; Rp638.750.000 ;Instagram, Facebook, TikTok;Shopee;Sendiri
478;Owner-0426;MSME-0004;NIK-0471;BirthDate-0438;Street-0134;Village-0007;Perdagangan;Ada;2;9500; Rp30.750.000 ; Rp12.250.000 ;Facebook;Tokopedia;Sendiri
479;Owner-0427;MSME-0004;NIK-0472;BirthDate-0439;Street-0135;Village-0015;Perdagangan;Ada;2;1000; Rp166.250.000 ; Rp138.000.000 ;Facebook;Shopee;Sendiri
480;Owner-0428;MSME-0203;NIK-0473;BirthDate-0440;Street-0136;Village-0011;Perdagangan;Ada;4;2000; Rp553.000.000 ; Rp355.750.000 ;TikTok;Tokopedia;Sendiri
481;Owner-0126;MSME-0204;NIK-0474;BirthDate-0390;Street-0136;Village-0011;Perdagangan;Ada;2;20000; Rp25.500.000 ; Rp9.250.000 ;TikTok;Shopee;Sewa
482;Owner-0429;MSME-0061;NIK-0475;BirthDate-0441;Street-0136;Village-0011;Perdagangan;Ada;2;2500; Rp163.250.000 ; Rp68.500.000 ;Facebook;Tokopedia;Sendiri
483;Owner-0430;MSME-0146;NIK-0476;BirthDate-0442;Street-0137;Village-0016;Peternakan;Ada;4;1000; Rp517.000.000 ; Rp776.250.000 ;WhatsApp Business;Tidak ada;Sendiri
484;Owner-0431;MSME-0205;NIK-0477;BirthDate-0443;Street-0137;Village-0016;Perikanan;Ada;5;8000; Rp28.500.000 ; Rp29.500.000 ;Facebook;Tidak ada;Sendiri
485;Owner-0432;MSME-0199;NIK-0478;BirthDate-0444;Street-0138;Village-0015;Jasa;Ada;4;15000; Rp163.250.000 ; Rp144.500.000 ;Facebook;Tidak ada;Sendiri
486;Owner-0433;MSME-0144;NIK-0479;BirthDate-0393;Street-0138;Village-0015;Pertanian, perkebunan, dan kehutanan;Ada;3;655; Rp1.091.000.000 ; Rp794.500.000 ;Instagram, TikTok;Tokopedia;Sendiri
487;Owner-0434;MSME-0206;NIK-0480;BirthDate-0445;Street-0138;Village-0015;Perdagangan;Ada;2;205; Rp13.750.000 ; Rp15.250.000 ;Facebook, TikTok;Shopee, Tokopedia;Sendiri
488;Owner-0435;MSME-0004;NIK-0481;BirthDate-0446;Street-0139;Village-0007;Perdagangan;Ada;5;2500; Rp101.750.000 ; Rp78.750.000 ;WhatsApp Business;Lazada;Sendiri
489;Owner-0350;MSME-0207;NIK-0482;BirthDate-0447;Street-0140;Village-0009;Jasa;Ada;4;480; Rp671.750.000 ; Rp453.000.000 ;TikTok;Tokopedia;Sendiri
490;Owner-0436;MSME-0004;NIK-0483;BirthDate-0448;Street-0140;Village-0009;Perdagangan;Ada;2;1000; Rp25.750.000 ; Rp17.500.000 ;Facebook;Tokopedia;Sendiri
491;Owner-0437;MSME-0193;NIK-0484;BirthDate-0449;Street-0141;Village-0007;Jasa;Ada;5;255; Rp156.500.000 ; Rp198.500.000 ;Instagram, TikTok;Lazada, Tokopedia;Sendiri
492;Owner-0438;MSME-0208;NIK-0485;BirthDate-0450;Street-0141;Village-0007;Perdagangan;Ada;9;5000; Rp643.250.000 ; Rp381.750.000 ;Facebook;Tidak ada;Sendiri
493;Owner-0439;MSME-0004;NIK-0486;BirthDate-0451;Street-0141;Village-0007;Perdagangan;Ada;1;500; Rp26.250.000 ; Rp23.500.000 ;Tidak ada;Tidak ada;Sewa
494;Owner-0440;MSME-0004;NIK-0487;BirthDate-0452;Street-0141;Village-0007;Perdagangan;Ada;5;4000; Rp63.000.000 ; Rp73.000.000 ;Tidak ada;Tidak ada;Sendiri
495;Owner-0208;MSME-0004;NIK-0488;BirthDate-0453;Street-0141;Village-0007;Perdagangan;Ada;4;7000; Rp743.500.000 ; Rp755.000.000 ;Tidak ada;Tidak ada;Sendiri
496;Owner-0441;MSME-0209;NIK-0489;BirthDate-0454;Street-0142;Village-0005;Perdagangan;Ada;2;1500; Rp28.000.000 ; Rp6.500.000 ;Facebook;Shopee;Sewa
497;Owner-0442;MSME-0004;NIK-0490;BirthDate-0455;Street-0142;Village-0005;Perdagangan;Ada;5;2000; Rp82.250.000 ; Rp56.250.000 ;Facebook;Tokopedia;Sendiri
498;Owner-0443;MSME-0169;NIK-0491;BirthDate-0456;Street-0143;Village-0001;Jasa;Ada;5;5550; Rp985.250.000 ; Rp316.750.000 ;Instagram, TikTok;Shopee;Sendiri
499;Owner-0444;MSME-0210;NIK-0492;BirthDate-0457;Street-0144;Village-0003;Jasa;Ada;8;1950; Rp9.000.000 ; Rp28.750.000 ;Facebook;Tidak ada;Sendiri
500;Owner-0445;MSME-0170;NIK-0493;BirthDate-0458;Street-0144;Village-0003;Jasa;Ada;4;775; Rp99.000.000 ; Rp129.000.000 ;WhatsApp Business;Tidak ada;Sendiri
501;Owner-0446;MSME-0211;NIK-0494;BirthDate-0459;Street-0144;Village-0003;Perdagangan;Ada;6;105; Rp458.500.000 ; Rp1.092.000.000 ;Instagram;Shopee;Sendiri
502;Owner-0447;MSME-0212;NIK-0495;BirthDate-0460;Street-0144;Village-0003;Perdagangan;Ada;5;750; Rp27.250.000 ; Rp5.000.000 ;Facebook;Tidak ada;Sendiri
503;Owner-0448;MSME-0213;NIK-0496;BirthDate-0461;Street-0144;Village-0003;Makanan dan Minuman;Ada;2;75000; Rp159.250.000 ; Rp198.000.000 ;Facebook, TikTok;Shopee;Sendiri
504;Owner-0449;MSME-0214;NIK-0497;BirthDate-0462;Street-0144;Village-0003;Makanan dan Minuman;Ada;4;1100; Rp1.183.250.000 ; Rp808.000.000 ;TikTok;Shopee;Sendiri
505;Owner-0450;MSME-0215;NIK-0498;BirthDate-0463;Street-0144;Village-0003;Makanan dan Minuman;Ada;8;2810; Rp14.250.000 ; Rp16.000.000 ;Instagram;Shopee;Sendiri
506;Owner-0451;MSME-0216;NIK-0499;BirthDate-0464;Street-0144;Village-0003;Makanan dan Minuman;Ada;2;120; Rp57.750.000 ; Rp129.750.000 ;Instagram;Tokopedia;Sendiri
507;Owner-0452;MSME-0001;NIK-0500;BirthDate-0465;Street-0144;Village-0003;Makanan dan Minuman;Ada;8;1250; Rp596.250.000 ; Rp481.500.000 ;WhatsApp Business;Shopee;Sendiri
508;Owner-0453;MSME-0001;NIK-0501;BirthDate-0466;Street-0144;Village-0003;Makanan dan Minuman;Ada;8;1000; Rp22.750.000 ; Rp30.000.000 ;Instagram;Shopee;Sendiri
509;Owner-0454;MSME-0001;NIK-0502;BirthDate-0467;Street-0144;Village-0003;Makanan dan Minuman;Ada;12;5400; Rp76.250.000 ; Rp86.500.000 ;TikTok;Shopee;Sendiri
510;Owner-0455;MSME-0001;NIK-0503;BirthDate-0468;Street-0144;Village-0003;Makanan dan Minuman;Ada;10;4500; Rp801.750.000 ; Rp717.250.000 ;Facebook, TikTok;Shopee;Sendiri
511;Owner-0453;MSME-0001;NIK-0504;BirthDate-0466;Street-0144;Village-0003;Makanan dan Minuman;Ada;10;5500; Rp22.750.000 ; Rp30.000.000 ;WhatsApp Business, Instagram;Shopee;Sendiri
512;Owner-0456;MSME-0012;NIK-0505;BirthDate-0469;Street-0144;Village-0003;Makanan dan Minuman;Ada;5;4050; Rp160.500.000 ; Rp72.000.000 ;Tidak ada;Tidak ada;Sendiri
513;Owner-0457;MSME-0078;NIK-0506;BirthDate-0470;Street-0144;Village-0003;Makanan dan Minuman;Ada;2;1000; Rp529.750.000 ; Rp704.750.000 ;TikTok;Tidak ada;Sendiri
514;Owner-0458;MSME-0005;NIK-0507;BirthDate-0471;Street-0144;Village-0003;Makanan dan Minuman;Ada;6;1700; Rp14.000.000 ; Rp27.250.000 ;Facebook;Shopee;Sendiri
515;Owner-0459;MSME-0017;NIK-0508;BirthDate-0472;Street-0144;Village-0003;Makanan dan Minuman;Ada;5;960; Rp121.000.000 ; Rp148.500.000 ;TikTok;Shopee;Sendiri
516;Owner-0460;MSME-0217;NIK-0509;BirthDate-0473;Street-0144;Village-0003;Makanan dan Minuman;Ada;7;1700; Rp882.000.000 ; Rp567.250.000 ;Instagram, TikTok;Shopee;Sendiri
517;Owner-0461;MSME-0218;NIK-0510;BirthDate-0474;Street-0144;Village-0003;Makanan dan Minuman;Ada;3;2500; Rp12.250.000 ; Rp8.000.000 ;Facebook;Shopee;Sendiri
518;Owner-0462;MSME-0219;NIK-0511;BirthDate-0475;Street-0144;Village-0003;Makanan dan Minuman;Ada;3;760; Rp115.000.000 ; Rp173.750.000 ;Facebook, TikTok;Tokopedia;Sendiri
519;Owner-0463;MSME-0213;NIK-0512;BirthDate-0476;Street-0144;Village-0003;Makanan dan Minuman;Ada;4;1000; Rp961.250.000 ; Rp419.250.000 ;TikTok;Shopee;Sendiri
520;Owner-0464;MSME-0220;NIK-0513;BirthDate-0477;Street-0145;Village-0006;Jasa;Ada;3;450; Rp9.000.000 ; Rp11.500.000 ;Facebook;Tidak ada;Sendiri
521;Owner-0465;MSME-0221;NIK-0514;BirthDate-0478;Street-0145;Village-0006;Perdagangan;Ada;2;1100; Rp177.000.000 ; Rp92.750.000 ;Instagram;Tidak ada;Sendiri
522;Owner-0466;MSME-0143;NIK-0515;BirthDate-0479;Street-0145;Village-0006;Perdagangan;Ada;5;25000; Rp925.000.000 ; Rp852.500.000 ;Facebook;Shopee;Sendiri
523;Owner-0467;MSME-0213;NIK-0516;BirthDate-0480;Street-0145;Village-0006;Makanan dan Minuman;Ada;2;900; Rp16.000.000 ; Rp20.000.000 ;Facebook;Tidak ada;Sendiri
524;Owner-0468;MSME-0001;NIK-0517;BirthDate-0481;Street-0145;Village-0006;Makanan dan Minuman;Ada;6;2000; Rp79.750.000 ; Rp162.500.000 ;TikTok;Shopee;Sendiri
525;Owner-0469;MSME-0222;NIK-0518;BirthDate-0482;Street-0145;Village-0006;Makanan dan Minuman;Ada;8;1660; Rp1.014.250.000 ; Rp818.500.000 ;Facebook, TikTok;Shopee, Lazada;Sendiri
526;Owner-0470;MSME-0005;NIK-0519;BirthDate-0483;Street-0145;Village-0006;Makanan dan Minuman;Ada;6;5000; Rp24.500.000 ; Rp6.250.000 ;Facebook, TikTok;Shopee;Sendiri
527;Owner-0471;MSME-0010;NIK-0520;BirthDate-0484;Street-0145;Village-0006;Makanan dan Minuman;Ada;2;885; Rp73.250.000 ; Rp69.500.000 ;TikTok;Shopee;Sendiri
528;Owner-0472;MSME-0223;NIK-0521;BirthDate-0485;Street-0146;Village-0009;Industri;Ada;2;5000; Rp770.250.000 ; Rp512.000.000 ;Instagram;Shopee;Sendiri
529;Owner-0473;MSME-0098;NIK-0522;BirthDate-0486;Street-0146;Village-0009;Perdagangan;Ada;6;4000; Rp23.250.000 ; Rp6.750.000 ;TikTok;Tokopedia;Sendiri
530;Owner-0474;MSME-0143;NIK-0523;BirthDate-0487;Street-0146;Village-0009;Perdagangan;Ada;10;75000; Rp72.500.000 ; Rp101.500.000 ;Instagram;Tokopedia;Sendiri
531;Owner-0475;MSME-0224;NIK-0524;BirthDate-0488;Street-0146;Village-0009;Perdagangan;Ada;4;30000; Rp443.250.000 ; Rp1.089.250.000 ;Facebook;Tidak ada;Sendiri
532;Owner-0473;MSME-0225;NIK-0525;BirthDate-0486;Street-0146;Village-0009;Makanan dan Minuman;Ada;3;1755; Rp10.000.000 ; Rp28.000.000 ;Facebook;Shopee;Sewa
533;Owner-0476;MSME-0064;NIK-0526;BirthDate-0489;Street-0146;Village-0009;Makanan dan Minuman;Ada;6;1255; Rp70.500.000 ; Rp98.250.000 ;Instagram, TikTok;Shopee;Sendiri
534;Owner-0477;MSME-0064;NIK-0527;BirthDate-0490;Street-0146;Village-0009;Makanan dan Minuman;Ada;4;750; Rp631.500.000 ; Rp1.040.000.000 ;Instagram;Shopee;Sendiri
535;Owner-0478;MSME-0064;NIK-0528;BirthDate-0491;Street-0146;Village-0009;Makanan dan Minuman;Ada;3;750; Rp16.500.000 ; Rp26.750.000 ;Instagram;Shopee;Sendiri
536;Owner-0479;MSME-0003;NIK-0529;BirthDate-0474;Street-0146;Village-0009;Makanan dan Minuman;Ada;8;4500; Rp110.000.000 ; Rp146.750.000 ;Facebook, TikTok;Shopee;Sewa
537;Owner-0480;MSME-0001;NIK-0530;BirthDate-0492;Street-0146;Village-0009;Makanan dan Minuman;Ada;4;2850; Rp405.250.000 ; Rp512.500.000 ;Facebook;Shopee;Sendiri
538;Owner-0481;MSME-0001;NIK-0531;BirthDate-0493;Street-0146;Village-0009;Makanan dan Minuman;Ada;5;4000; Rp7.750.000 ; Rp23.000.000 ;Facebook, TikTok;Shopee;Sendiri
539;Owner-0482;MSME-0032;NIK-0532;BirthDate-0494;Street-0146;Village-0009;Makanan dan Minuman;Ada;5;5000; Rp114.000.000 ; Rp138.000.000 ;TikTok;Tokopedia;Sendiri
540;Owner-0483;MSME-0226;NIK-0533;BirthDate-0495;Street-0146;Village-0009;Makanan dan Minuman;Ada;4;1080; Rp1.184.750.000 ; Rp655.750.000 ;Instagram, TikTok;Shopee, Tokopedia;Sendiri
541;Owner-0484;MSME-0001;NIK-0534;BirthDate-0496;Street-0146;Village-0009;Makanan dan Minuman;Ada;6;1050; Rp17.500.000 ; Rp13.500.000 ;TikTok;Shopee;Sendiri
